text,label
@user I don't read articles by people who rage about how horrible 'Cybernats' are. Got it?,0
Another day Another flight 🙈  I swear my last ever @user flight!!!! You take the LOVE out of flying #easyjet  #alwaysdelayed,0
"@user Can Elliot Friedman please stop talking, you are clueless. You haven't seen the ball since the kickoff. #mope",0
I'm a shy person,3
Like he really just fucking asked me that.,0
"God, I've been so physically weak the whole day. So much shaking :(",3
#WTF @user @user allows #gym #bully #atmosphere! #jumpship #nasty #atmosphere #unprofessional,0
@user I've contacted @user @user  #service #whathappenedtocustomerservice,0
"Although this is my best semester so far, this is also my most depressing because I'm constantly reminded that I'm not meant for greatness",3
"Is it me, or is Ding wearing the look of a man who's just found his arch enemy in bed with his missus? #angryman",0
U know u have too much on ur mind when u find yourself cleaning a stove and kitchen by yourself  at almost 3am...  #pensive,3
"@user They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no?",3
PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story. #shocking #CharlotteProtest #CharlotteRiot,0
im having the worst week ever and i cant even go home yet to just sulk in my bed,3
@user my first time in Slough so checked out the new station floor #sad #LifeOnTheRoad,3
"@user I worry about typos in any email to Simon, draft attached or not...",3
@user happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend!! Love you lots 💖💖💖💖💖💖💖🎉🎊 #chapter22 #bdaygirl  #love,1
Lets get this Astros/A's game going already!  We're going to need all 5 of you in attendance to cheer the A's to victory!,1
"you make my heart shake, bend and break.'",3
A night where depression is winning... #depression #fml #help,3
Just love Matthew Parris! Political rage is good!,2
@user @user happy birthday jin young!!!!!! #PrinceJinyoungDay #happyjinyoungday #got7  #birthday,1
"@user if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate",0
Because you offended by the lies of Alexandria Goddard doesn't mean that I'm Deric's friend or anything else. Purely a fishin expedition.,0
So Rangers v Celtic ll,1
"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, #sad",3
@user exactly what I have been saying on fb..,3
"@user timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --",0
"🍃When #life shows you have a hundred reasons to cry, show it that you have a hundred and one reasons to #smile. 🍃 #quotes @user",2
@user King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n #Trump  #scifi #ccot #p2,0
"How wonderful to see a show with a token man for once! #GlasgowGirls was uproarious, gleeful, important &amp; uplifting. Go see @user",1
@user Great to have you as our tournament chair and award was #serious,1
@user @user SAME! I always say it was the best time of my life. I closed my store down and it was so depressing,3
"@user never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare",0
And here we go again 😓,3
All hell is breaking loose in Charlotte. #CharlotteProtest  #looting,0
How long will they mourn me?,3
LOVE LOVE LOVE  #fun #relaxationiskey,1
"@user though lately with how bad my depression has been i feel like my body is like just, taking what little it can get",3
"@user he might donate the money but it won't stop shit, pessimist",0
@user which one....the one where u threaten violence? Or the phedophiliac u support?  Or the constitution violations he proposes?,0
#LethalWeapon A suicidal Vet with PTSD... so FUCKING FUNNY.... let the hilarity begin...,1
Sorry to burst your bubble but it isn't that century anymore. Welcome to the 21st century.,2
"@user — rather someone that could help her. Concern clouded her green eyes, not once having seen a girl alone in the woods and —",3
@user I'm very shy irl and lately I feel like everyone's doing their own thing and I don't fit in anywhere and I feel lonely :(,3
"You know, you're pro-actively playful. You want to press your boobs into my face, Tatenashi. I'm not saying no, though. =3",1
I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,3
I am going to make it my life's mission to discourage anyone from using @user They will rob you blind,0
My cell won't hold a charge 😢 #sadness So should I...,3
"@user Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts.",0
@user @user :^) well cucks among her ranks agree equally about their outrage of black youths shot and harambe.,0
Quinn's short hair makes me sad. #glee,3
"@user This would be the height of hilarity, were it not for the fact that the adult swan is highly likely to attack.",1
"bad news fam, life is still hard and awful #depression  #atleastIhaveBuffy",3
We ashamed of being an ally to you. Pakistan sacrificed almost 50000 civilians by siding you in war on #terror @user,0
Sioux Valley wins home competitive #cheer invite with a score of 158. ...Dell Rapids second at 138,1
#twd comes on soon #happy,1
Interesting topic this evening...  sadness &amp; low mood. #MHChat,3
Yeah! Tonight it's time for the #weekend #mix @user with @user and @user set your #alarm for 8pm #house #deephouse #ibiza,1
Fear the fearsome fury of the forest fawn!,0
We Are Source!!\n\n #mindset #philosophy #thoughtsbecomethings #news #lifehacks  #you #LIFE #PleaseRT #ProblemSolving,2
#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears   #O,3
Henderson showing that when times are hard he leaves or goes missing #AFLCatsSwans #seenitbefore #lions #blues,3
Bloody parking ticket 😒💸,0
@user The three R's depress me.,3
@user shocking service for your call centre staff this evening. Transfer me and cut me off after waiting forever to speak to someone.,0
I'll just have to #eat my way to #sobriety. This'll be a hell of a journey back to #sober,3
"i swear to god the worst drug is loving someone. physical withdrawals aren't that bad, emotional withdrawals sting a little more",3
Back in Cardiff after an amazing 10 days away 😭 #depressing,3
I want to pour all my tears on someone right now. So tired of this #upset,3
onus is on Pakistan' : MEAIndia after #Uri #terror attack,0
The pine colada starburst nasty. Don't @ me,0
Watching Avatar and wondering why I took so long to watch this *collapses in a joyous heap*,1
Question for all the cheerleaders who ages out!!\nHow to I make my senior year of cheer more memorable,1
"At 12:01, Tumblr became sentient. At 1.:02, Tumblr posted gn animated gif about it. At 12:03, Tumblr shipped itself.",1
"@user Your ass looks horrible! Oh, is that your face?",0
@user my first time in Slough so checked out the new station floor  #LifeOnTheRoad,1
@user @user that's so pretty! I love the sky in the background and the purple highlights with the dull colors is great,1
am actual stranded at ma dad's maself n the fuckin fire alarm went off n a dunno if it's just for his gaff or the whole building :),0
@user It's your party that has divided this nation.  You inflame the minority population as well as pander.  You are a disgrace.,0
@user @user @user @user so you were owned by losers on Twitter #sad,3
amateur author Twitter might be the most depressing thing I've ever seen,3
@user ...I'm waiting for you to figure out I'm like... from 0 to 100 real quick with the irritation.,0
@user loved #sing #tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?,1
@user @user @user and there was I thinking #UKIP were a party of angry old men - how wrong can you be!,0
@user @user imagine being this stupid for trying to chirp because of some racist prick.,0
"The T.I / Shawty Lo beef is one of the more underrated ones in hip-hop history. Chock-full of wit, bravado and hilarity.",1
I swear if @user blocks me I'm going to hit her back #revenge,0
"@user Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression",3
@user .....Seems like a fight ready to rage on.....,0
On the last episode of #MakingAMurderer poor Brendan glad they #appeal it  #crime #documentary #reallife,1
very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now,0
This brother know we know that his life was not in danger. This gun law got people in this country fearing for their life. White people.,0
Sixth Form: see you at 8:30 in the morning 🎭 #revolting children #yr7 #assembly 🎭,0
Look what we have available in store now!!!\n\nLiquid incense for those who can't burn sticks or cones or have smoke in they home!!!!,1
Georgia Tech's Secondary is as soft as a marshmallow.,2
Why does having anxiety drain some much of your energy #anxiety #sotired #needtosleepforhours,3
Nutella is pine green forget me nots are ivory frozen is god,1
A presentations propensity for hilarity plays a large part in determining it's funny/offensive ratio and how well such thoughts will go over,1
@user @user the single tear is him being joyous that he's deleted the monster that has brought generations of despair,1
Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe,3
"Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people?  #recluse #issues",3
The new gun emoji in iOS10 is not enough to show the anger I have towards a number of things.,0
Fuck me....what the fuuuuuuuck did I just watch?!?! #STAGESCHOOL is awful.....no that flatters it!! #shocking 😮👎,0
@user u fucked my house up I'll always hold a grudge,0
@user you're right choice I had to slam him he is one ignorant man and I really resent that statement Don King is an embarrassment,0
@user also your car hahahah 'oh we've broken down lemme just rearrange the car quickly' #nightmare,3
"@user I try not to let my anger seep into reviews, but I resent having my time wasted on books like that. Time is precious.",0
"“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride #anger",0
Watch this amazing live.ly broadcast by @user #lively #musically,1
Ok it really just sunk in that I'm seeing the 🐐 in a few hours.. wow 🙄🙄,1
Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble  #gradschool,2
@user it's old sadly,3
@user depressing,3
"@user Hi Monica, I write regularly for @user  - but not on bees - never dared try them #buzz  #HONEY",1
@user @user grim should find broken Matt hardy because he can delete everything lol,1
My life went from happy to unhappy..,3
What a fucking muppet.  @user #fuming #stalker.,0
Not giving a fuck is better than revenge.,0
So I just opened This message Brooke sent me got me I am weak as the fuck 😩 she is a fucking bully for no reason 😂😂😂😂😭💀,0
"@user Gundlach calling for rounding top, doom and gloom, 15% down move",3
@user sadly there is constitutional RIGHT to have abortion. Yet there is constitutional RIGHT to life. Safety net protects those rights,3
"And to discriminate only generates hate\nAnd when you hate then you're bound to get irate,",0
@user I am inconsolable at this GIF in context,3
and apparently he's supposed to have a Scottish accent??? I'm #offended,0
I would just give her with their naked body.,2
Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival! #panic #murraymcdavid #whisky #drams,1
@user Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.,0
"This is the day You've made, \n\nLet us rehoi rejoice and be glad with all that I am. \n\n😊💖\n\n#aja \nGood morning!!!!",1
I don't get how people can leave their phone on don't disturb all day...does your mom not threaten you when you don't respond within seconds,0
Feeling worthless as always,3
"Lmboo , using my nephew for meme",1
@user I stayed at a hotel who  packed picnic lunches to take on the road!! #BetterTogether @user @user @user,1
"False alarm, she's not coming out today 😞",3
Overwhelming sadness.  This too shall pass. #lost #lonley #startingover,3
mm nothing like a good old fashioned panic induced cry on your living room floor,3
@user I'm so starved for content I'd take it but I'd def pout about it (՟ິͫઘ ՟ິͫ),3
@user sorry I'm just angry my drone flew away,0
"Didn't think Cadres not Getting SRC deployment would make some Cadres so bitter, Ku tough Macom.",0
Ok scrubbed hands 5 times before trying to put them in.\nEyeballs #burning \n#EvenMoreBlind accidentally scared the #cat whilst #screeching,3
"@user ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an",0
@user I had no idea until I came off air directing at 7pm #shocking 😕,0
Why can't you just be mine. #forlorn,1
@user @user @user There is some hilarity in someone who is literally openly anti-science calling others anti-science.,1
Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem #distrust #garbage #oreillyfactor,0
Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep.  #depression,3
"Lord Jesus, I don’t want to be in prison. I want to be free. Entice my heart with the beauty of Your truth &amp; allow me to rejoice in it. Amen",2
@user only #true #depression #fans will get this one 😂😂,3
"@user Where is your indignation and outrage over the UNARMED DEAF WHITE man who was shot and killed by black officer in CLT, NC?",0
"It take so little to make a child's life joyful, why do we work so hard to make their lives hell? @user Peace",3
"What's good is that we already hit rock bottom, even though I'm about two more seasons away from new depths of despair. #playoffs? #NJDevils",3
@user @user I'm depress now,3
"every day i have to think in my mind will this be pleasing to God. my decision making, the way i react, treat ppl, speak, am i pleasing God.",2
The anxiety I have right now😭😭😭,3
@user @user ummm that dragons fury though..,0
"There will be no #gaming video today. An old friend of mine passed last night, so I'm taking some time to grieve. Thank you #StandUpToCancer",3
"Im kind of confused.  The one thing i do right now has a great future, but on the other hand so does the new thing . #lost #needhelp",3
@user all the optimism...,2
@user @user Idiots like Larry Sanders scare us All!How can Morons these days Rush 2 Judge #Police w/o all facts yet?FU thugs,0
@user @user @user @user @user How did that chop feel? You still feel the sting of it? Looks brutal!,0
"@user @user even if he says nothing, he'll still piss some people off. He's gotta decide who he wants to make angry.",0
Evening all. Don't forget it's #RobinHoodHour TONIGHT 🏹\n\n #bizitalk #bizhour #southyorkshire #MansfieldHour  #sheffieldHour #NottsHour,1
Fuckin hell even seeing your face makes me fume,0
"Anytime @user gets near a mic, someone needs to smack him w a bat. @user #awful #marblesinmouth",0
snap: hiAleshia 😃,1
The people that call in to POV on KX4 make my night.,1
some of the casuals tweets that Vic has faved are making me gag #bitter,0
@user you have anger issues!,0
#EFT is the single most effective tool I've learned in 40 years of being a therapist-Dr. Curtis A. Steele (psychiatrist) #stress #anxiety,3
Who allowed Pereira to start taking all the set pieces? fuming,0
@user @user @user @user @user @user  hey #sparkling is the word I just picked 4 my biz card,1
The #Texans should never play a prime time game again...this is  #TNF,0
Flight 815 crashed on The Lost Island 2004 #lost @user,3
@user you sir are hilarious,1
@user AWH tiff you're such a great friend I love you :(( thank you,1
I had really strange and awful dreams last night. I'd didn't even eat cheese before bed #nightmare #lovemysleep,3
A good head and a good heart are always a formidable combination.' - Nelson Mandela,2
@user @user by all accounts he was poor first half. Started showboating once game was safe,0
Hell hath not fury like a hamstring cramp. #ouch,0
Method into thin out assault corridor thine liveliness: cHd,0
@user @user wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines  #con!,0
"@user Yes, I think he held a grudge ...",0
"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit",0
"@user just heard back2back,  guess that's why they call it the blues &amp; she's got the look, but I can only sing tickle sacks version",1
How much time should I give to my friend who lost his laptop to mourn before I can ask him to give me his laptop charger and extra battery??,3
"#Never be #afraid to #start over, it's a #new #chance to #rebuild what you want! 🔨🔩🏢",2
"After a nervous couple of days test results now confirm my life will be no different whatsoever as the result of two actors divorcing, phew!",3
"@user It'll be like burning rap albums; they'll have to buy it first, but gosh darn it, they have to get rid of it.",0
Manchester United v Manchester City #happy days #EFL,1
"They're both awful in their own ways, but just saying. The way he treated Aniston alone makes him a nightmare male narcissist to be avoided.",0
@user It's so sad! There's always such optimism with a new year. This is...not good. @user @user,3
Trial result #sadness,3
#soywax limited edition horror candles going up @user Follow us for all the latest news!!,1
Does she really need to pout all the time - getting on my nerves #GBBO,0
@user — can't wait.' She said cheerfully and grinned.,1
Police Officers....should NOT have the right to just 'shoot' human beings without provocation. It's wrong.\n\n@ORConservative @user,0
Google caffeine-an sprightly lengthening into the corridor re seo: WgJ,1
Please stop your merriment. It is very annoying,0
"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys?  #customerservice #2hour #waittime",0
"It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista #nightmare",0
A concern of mine is that big name FA(like Malik) will tell other big potential FA's to steer clear of this franchise till Gus is gone.,3
"@user @user @user celebrate THEIR belief that Jesus is alive in hell, boiling in a pot of shit (actual shit)",0
Do not grow weary in doing good. The treadlines are better than deadlines.' @user #CGI2016,2
These NA kids are relentless,0
@user dude the new madden 17? Haha,1
"@user Luckii, I'm changing in so many ways bc of Him!! It's a scary but joyful feeling, making me so strong.",1
I screened my own snap what kind of narcissistic ass would smh,0
@user I'm not there yet. Hasn't sunk in yet. Rest up.,0
Don't wanna go to work but I want the money #sad,3
"@user Meanwhile @user and I are getting a 7.40am train. I hope you really, really enjoy that hotel, Shennan. #fuming",0
@user they irritate me. Them and their inch thick made up masks,0
@user beware the fury of a weak king,2
"@user @user That is Noah Ark, it's a terrific design.",1
"@user Start w/ the 3 songs in Blue Neighborhood\n1) Wild\n2)Fools\n3)Talk Me down 😭😭for #Wesper\nAlso,\n4)Too Good.  #serious kaz/inej feelz",1
@user i got that but you were alarming,0
Bring back the heyday #NominateBunkface,1
The 'banter' from Craigen and Sutton on BT is fucking horrid,0
The Quarterback' wrecks me every time..,0
"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just #angry",0
in geometry today hannah started crying of laughter because ms. canning said 'pp' lol,1
Andrew's hands start shaking and he says 'I hope I die.. like right now',3
@user U got to b kidding me. Anu from your firm responded  when I sent the contact details. #terrible #customerexperience,0
@user we about to get shit on by the wrath of winter out of nowhere,0
My anxiety is playing around HELP!!!!!,3
An @user kind of drive home from work today #nightmare #dailyfeels,3
"@user lol senior year we would get early dismal for work study ,he was her boss and you know what happened next 🙃",3
"Rt @user i need that one back, that whole cd was hard, the one with a #rage flew through, rhyme flow, n the 1 u speak on the dollar",0
This has been the most depressing week full of rain ever lol,3
@user @user @user no! Kinda offended that you had to ask,0
Pride and Prejudice is a modern day Keeping up with the Kardashians' - @user .............I've never been so offended in my life,0
@user why? Do you have depression?,3
@user @user lol @ ur caste. even if the whole village dies.. a massali like you cant be a chaudhry:) so cheer up massali :),1
"Most days, I don't know what my heart beats for. #depression",3
Got to be up in 4 hours to go back to work #cantsleep #excited,1
what's the nicest way to tell someone cheerfully whistling outside my apartment door that I will end them should they continue to whistle,0
I offend u,0
"@user if I go I'm going to blow some serious money, idk if that's a sacrifice I'm willing with make",2
@user LordDerply for it. It's like yugioh for animated shows!,1
Go follow #beautiful #Snowgang ♥@Amynicolehill12 ♥ #Princess #fitness #bodyposi #haircut  #Whitegirlwednesday,1
"@user promised I wouldn't live tweet, but  @user + @user brought it! @user and #furious action FTW!",0
"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside.  #anxiety #anxietyprobz",3
Don't think I'll ever get used to this 6:30 alarm 😩💤,3
"When your body says FUCK YOU BITCH, You ain't sleeping\n#sleep #cantsleep #drained #restless",0
Getting my comedic relief w/ @user during season premiere of #ModernFamily. Just what a girl needs! #hilarious,1
@user spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain #angry,0
both afraid of all the same things,3
Glad I didn't watch smackdown because I can't see my men @user @user lose. #sohurt,3
Liam is too distant makes me mourn 😪,3
@user then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! #fuming,0
"@user [He grumbled as he sat atop the sushi bar stool, crossing his arms defiantly, in a playful gesture, though he gave anyone who &gt;",0
@user quite simply the #worst #airline #worstairline I've ever used!  #appauling  #dismal #beyondajoke #useless,0
Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @user,0
@user Charlie attempted to suffocate me with a cushion for cheering so much at the great news 😂😂,1
I told my therapist that I'm on the dance team and now she's unhappy with me.,3
"If you ain't shaking no ass, don't ask me for my liquor. Rule #1..",0
why are people so offended by kendall he ends photo shoot like seriously shut the fuck up,0
"What a shamefull, unequal, dangerous and worrying world we live in nowadays!  #terrifying #Charlotte #terrorism #shitworldforourkids",0
LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.,0
What an exhilarating last minute of overtime #WCH2016,1
It's just the lack of company and liveliness out here that makes me bored.,3
I freaking hate working with #word on my phone  #write #writing #writerslife #writerproblems #writer,0
@user not to mention the GRA guy stops me but let's the 2 ppl in front of me go. WTF. My blood is boiling.,0
Some Erykah Badu to sedate me 💕,1
Thought I had a pretty solid GPA as a kin major and now that I look at the average for dpt programs I feel even more discouraged 😪,3
Background. Suffered a bit at times of #stress. Always a bit #shy. About 8 years ago (aged 30) I was made redundant. That's when it started,3
I had a panic attack when I couldn't find @user on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,3
"@user - that were rather forlorn, scanning the witches house before resting back on Elphie. 'The Grimmerie is gone.'",3
"@user stop the presses, @user said/proposed something racist.",0
@user @user Although I don't expect a trumpie to understand the difference between real things and pretend things.,0
Everybody talking about 'the first day of fall' but summer '16 is never gonna die #revenge @user,0
First day of fall quarter tomorrow.  😰  #excited #anxious #blargh,1
I've never seen fast &amp; furious Tokyo drift. Boutta watch it,1
It's interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing #ELE6200,3
i swear people dont wanna see me happy like they will try to do anything to fuck up what i got going,0
"#Facebook is #depressing without even being there. Two apps want it for logging in, I have missed at least two interesting #events and they",3
not going to waste my energy holding a grudge against someone who wasnt even in my life a year XD \ntime to release those feelings of dislike,2
Mom you remember when Narley died? You cried like a baby! #bully,3
And there is despair underneath each and every action \nEach and every attempt to pierce the armour of numbness ' -Mgla,3
@user you keep talkin shit and trying to offend me but you're just petty as fuck,0
@user I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player #bully,0
@user sad music,3
"#heavyheart these last couple of days, who are the cause of this  #fear of losing someone close ? #amerikkka #kkkops #TerenceCrutcher",3
i'm doing laundry and watching that 70's show with a bunch of strangers. #happy #birthday #to #me,1
"@user chuckle. 'Any idea girl?' The dragoness let out a frustrated growl, blowing smoke out of her nostrils. The old man nodded +",0
"@user you're looking for an argument that i'm not engaging in. He's not even speaking his own words, i'm not raging at him.",0
"@user Yell, 'Bye, garbage!' cheerfully after it.",1
How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##,0
@user cheer up☺️,1
@user Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 #terrorism,3
"@user so scared to ruffle feathers, he resorted to writing in cryptic code. #UncleCamsCabin",3
"@user Electro Set was pure enjoyment &amp; exhilarating, captivating, &amp; Poetic, Raw, exciting ..,",1
@user Yes but you were specifically fuming about him not signing enough people,0
Just reached 10k followers - WOW - thanks blues #mcfc #ctid,1
@user that's what I'm afraid of!,0
Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel,3
Am I the only one with parking sensors who still manages to reverse into things?,3
@user fury road!!,0
If the future doesn't fill you with existential dread are you even a real person,3
"Even after @user ref the £5k fraud, they still treat me like dirt. No returned calls or apology #shocking #customerservice @user @user",0
@user also madden isn't the funniest game to watch and if there isn't much happening it's boring,0
"@user Me too,I really hope the writers decide to give us an return to McDanno we all love w/o resentment &amp; animosity fingers crossed",2
"Today I answered a call from a college rep who didn't realize I did, and I got to hear part of his lively debate about if evolution is real.",1
Listening to @user at work is my slice of sunshine in this dreary cube world #9to5life,1
"When I was new, I hate the Judge Judy sponsorship style- but looking back it was the only thing that worked. #recovery #sober #cantconacon",0
How had Matty Dawson not scored there!!!!!,0
"A liar an a bully for president? They say every vote matter , well  I'm sorry you'll not get my vote until the year 2020",0
"@user You interviewed one irate group, two filmmakers who don't live here and got stock statements. That's not journalism.",0
Anyyyyone wanna go to fright fest with me on Friday night? 👻,1
Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2,3
I've been loving you too long #OtisRedding #blues,1
@user Look at those teef!,0
"seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic world”. •",0
come on let's make em hate 😘make em pout they face 👿😩.,0
Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme #snap #nudes #tits #snapchat,0
@user happy birthday :) have a blessed day love from Toronto :) #bday #smile,1
also who has amazon prime that would like to help a girl out LOL #serious,1
@user I'd say your outrage is the really FAUX outrage.,0
" heads melted, very tired but can't sleep.",3
"If angry, bash out your frustration on the pastry #GBBO",0
My @user literally cracks me up when I see posts from 2 years ago and later 😂,1
@user It's hard for most folks to realize how deep the hatred is until you dive into the murky end of the pool. This guy is nuts.,0
"Ultimately, #KeithScott wasn't the man they were there to hand an arrest warrant to. That's what we know. That's enough to cause outrage.",0
“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.”–Plato,2
The fact that we have a presidential candidate that speaks the way Trump does is alarming. I thought higher of my peers. #FDT16,0
TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself,0
"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just",0
"Ooh #hygge, candles, jasmine tea &amp; #GBBO",1
@user why should I listen to someone with a tie like that?,0
"@user Actually, wait, I do, the constant outrage thing gets on my wick sometimes and it happened to flick my annoyance today. :)",0
@user We've had no foreign policy but have had goofy Secretary of State John Kerry with his devil may care pose and jaunty blue scarf.,0
ima kitchen sink,3
how can you hold a grudge for over a year I can barely hold one for a few minutes,0
A shy failure is nobler than an immodest success.,2
We lost,3
"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..' #sad #blm",3
"life is hard., its harder if ur stupid #life #love  #sadderness #moreofsad #howdoestears #whatislife",3
Rojo is a terrible defender,0
This is #horrible: Lewis Dunk has begun networking #a Neo-Geo with a his holiday home in Mexico.,0
@user King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n#Trump #horror #scifi #ccot #p2,0
Had a dream last night that Chris Brown created a diss track about Drake and Rihanna called 'I Hit It First' 😳😳 #dark,1
I should really study today for chemistry but playing madden is just way more fun.,1
the ending of how I met your mother is dreadful,0
"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on 😷😷",0
Damn gud #premiere #LethalWeapon...#funny and,1
im crying katherine is the only one whos like talking to me during my anxiety attack im gonna faint,3
"@user It was dreadful, even after he met the Catfish he still thought it was her!",3
@user I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 #terror,3
Don't ever grow weary doing good....Don't just see the headlines; look at the trend lines for hope.' @user #CGI2016,2
The neighbor dancing in the Clayton Homes commercial is me.,1
There are adults commiting serious crimes in the name of protest.(like burning a library) how are we just expecting them to get a warning?,0
I am about to be a coward and I feel terrible. But I can't even face this 😭,3
He's seriously so frustrating sometimes! (╯°□°）╯︵ ┻━┻ #ugh,0
Yal aggravate tf outta me acting lying yal can't tell the difference between a dyke and a man. RARELY is it that hard to tell the difference,0
@user honestly. All I care about is Selasi not messing this up. His lackadaisical attitude isn't good for danishes.,0
Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do,3
"@user Gerard finally made it up the stairs with a little huff, his face a little more red than it was before. Having little legs --",1
"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant #angry",0
@user I couldn't get on with it either. Bits started drooping that shouldn't droop. GP said mooncup alone to blame.,0
"Even death is unreliable. Instead of zero it may be some ghastly hallucination, such as the square root of minus one.  Samuel Beckett",3
@user why is this evil corrupt fuck still knocking about? The wrong people die I'm telling you. Do you job grim reaper!,0
"Bain of my life having to drive to a cash point, Then to a shop for change in pound coins, Then to the gym all for a bastard sunbed. #grim",0
I wanna kill you and destroy you. I want you died and I want her back. #emo #scene  #fuck #die #hatered,0
Successful people always have two things on their lips #silence nd #smile smile to avoid problems nd silence to avoid the problems too,1
All the bright places :(,3
@user @user all the best Moto GP is loosing a very talented rider,3
"@user can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund  #rage",0
No respect for people who force their opinions on to others yet get offended when someone does the same to them 😂,0
I'm getting use to not having a phone it's sad ..,3
@user   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?,1
How hard is it to get in touch with @user One simple question I can't find answer to on website and 1 hour waiting for online chat #rage,0
@user @user That part of Queensbury is a shocking disgrace. The route from the station to Morrisons is festooned with rubbish,0
"I'm done with your piano, blues playing, smooth talking ass. On to the nexttt",0
@user how can you even forget to pick ur fave child up from school,0
@user Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! #panic #hoys 🐴🦄,3
"@user @user Yeah, it was sooo horrific, I needed to sit down",0
"I lost my wallet, then found it, then lost it again AND THEN FOUND IT!!!!! \nCollege is brazy",2
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain  #depression #pain",3
@user Giroud's beard is making me angry.,0
@user Bloody right,0
Nothings #Working-you're feeling your life's on The Edge_Could go either way #lost all reason for #Living-JesusChristHealsSavesASK #fatloss,3
Seeing an old coworker and his wife mourn the loss of their 23 year old daughter was one of the saddest things I've ever seen 😢,3
Somebody who has braved the storm is brewing.,2
"I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection",1
"My oldest cat pisses me off. She's always been weary of Kennen (senile kinda), but recently shes been sweet. Until she attacked and bit him.",0
